away_score,away_team,date,home_score,home_team,league,match_id,odds_data,raw_data,source,static_id,status,time,venue
0,SWQ Thunder,Aug 05,3,Southside Eagles,Australia: Queensland Premier League,6076768,,"{""@status"": ""FT"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""09:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Memorial Park"", ""@v"": ""120"", ""@coveredLive"": ""True"", ""@static_id"": ""3623668"", ""@fix_id"": ""4131034"", ""@id"": ""6076768"", ""localteam"": {""@name"": ""Southside Eagles"", ""@goals"": ""3"", ""@id"": ""25376""}, ""visitorteam"": {""@name"": ""SWQ Thunder"", ""@goals"": ""0"", ""@id"": ""25460""}, ""events"": {""event"": [{""@type"": ""goal"", ""@minute"": ""12"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""A. Gaske (pen.)"", ""@result"": ""[1 - 0]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""60767681""}, {""@type"": ""goal"", ""@minute"": ""76"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": """", ""@result"": ""[2 - 0]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""60767682""}, {""@type"": ""goal"", ""@minute"": ""90"", ""@extra_min"": ""5"", ""@team"": ""localteam"", ""@player"": """", ""@result"": ""[3 - 0]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""60767683""}]}, ""ht"": {""@score"": ""[1-0]""}, ""ft"": {""@score"": ""[3-0]""}}",sport_soccernew/home,3623668,FT,09:30,Memorial Park
0,South Adelaide,Aug 05,4,Cove FC,Australia: Sa State League,6202143,,"{""@status"": ""FT"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""10:45"", ""@commentary_available"": """", ""@venue"": ""Southern Soccer Facility"", ""@v"": ""150"", ""@static_id"": ""3624402"", ""@fix_id"": ""4131768"", ""@id"": ""6202143"", ""localteam"": {""@name"": ""Cove FC"", ""@goals"": ""4"", ""@id"": ""25400""}, ""visitorteam"": {""@name"": ""South Adelaide"", ""@goals"": ""0"", ""@id"": ""22990""}, ""events"": {""event"": [{""@type"": ""goal"", ""@minute"": ""36"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""T. Foglia"", ""@result"": ""[1 - 0]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""62021431""}, {""@type"": ""redcard"", ""@minute"": ""47"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""K. Adjassou"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""62021432""}, {""@type"": ""goal"", ""@minute"": ""55"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""J. Rideout"", ""@result"": ""[2 - 0]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""62021433""}, {""@type"": ""goal"", ""@minute"": ""69"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""K. Oikawa"", ""@result"": ""[3 - 0]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""62021434""}, {""@type"": ""goal"", ""@minute"": ""90"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""O. Grant"", ""@result"": ""[4 - 0]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""62021435""}]}, ""ht"": {""@score"": ""[1-0]""}, ""ft"": {""@score"": ""[4-0]""}}",sport_soccernew/home,3624402,FT,10:45,Southern Soccer Facility
1,Juventude,Aug 04,3,Santos,Brazil: Serie A Betano,6315079,,"{""@status"": ""FT"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 04"", ""@formatted_date"": ""04.08.2025"", ""@time"": ""23:00"", ""@commentary_available"": ""1141"", ""@venue"": ""MorumBIS"", ""@v"": ""150"", ""@static_id"": ""3653876"", ""@fix_id"": ""4161249"", ""@id"": ""6315079"", ""localteam"": {""@name"": ""Santos"", ""@goals"": ""3"", ""@id"": ""7560""}, ""visitorteam"": {""@name"": ""Juventude"", ""@goals"": ""1"", ""@id"": ""7395""}, ""events"": {""event"": [{""@type"": ""yellowcard"", ""@minute"": ""6"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""Marcos Paulo"", ""@result"": """", ""@playerId"": ""812131"", ""@assist"": ""Tripping"", ""@assistid"": """", ""@eventid"": ""63150791""}, {""@type"": ""var"", ""@minute"": ""21"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""Enio"", ""@result"": """", ""@playerId"": ""648704"", ""@assist"": ""Goal Disallowed - offside"", ""@assistid"": """", ""@eventid"": ""63150792""}, {""@type"": ""yellowcard"", ""@minute"": ""22"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""W. Angel"", ""@result"": """", ""@playerId"": ""153127"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63150793""}, {""@type"": ""yellowcard"", ""@minute"": ""29"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""Gabriel Bontempo"", ""@result"": """", ""@playerId"": ""1019810"", ""@assist"": ""Roughing"", ""@assistid"": """", ""@eventid"": ""63150794""}, {""@type"": ""yellowcard"", ""@minute"": ""34"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""B. Rollheiser"", ""@result"": """", ""@playerId"": ""475706"", ""@assist"": ""Roughing"", ""@assistid"": """", ""@eventid"": ""63150795""}, {""@type"": ""goal"", ""@minute"": ""37"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""Neymar"", ""@result"": ""[1 - 0]"", ""@playerId"": ""102697"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63150796""}, {""@type"": ""goal"", ""@minute"": ""40"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""A. Barreal"", ""@result"": ""[2 - 0]"", ""@playerId"": ""569217"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63150797""}, {""@type"": ""goal"", ""@minute"": ""45"", ""@extra_min"": ""1"", ""@team"": ""visitorteam"", ""@player"": ""W. Angel"", ""@result"": ""[2 - 1]"", ""@playerId"": ""153127"", ""@assist"": ""Marcelo Hermes"", ""@assistid"": ""282477"", ""@eventid"": ""63150798""}, {""@type"": ""subst"", ""@minute"": ""46"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""Mayke"", ""@result"": """", ""@playerId"": ""268729"", ""@assist"": ""B. Rollheiser"", ""@assistid"": ""475706"", ""@eventid"": ""63150799""}, {""@type"": ""yellowcard"", ""@minute"": ""52"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""Neymar"", ""@result"": """", ""@playerId"": ""102697"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""631507910""}, {""@type"": ""yellowcard"", ""@minute"": ""52"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""Caique Goncalves"", ""@result"": """", ""@playerId"": ""395234"", ""@assist"": ""Unsportsmanlike conduct"", ""@assistid"": """", ""@eventid"": ""631507911""}, {""@type"": ""subst"", ""@minute"": ""64"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""G. Caballero"", ""@result"": """", ""@playerId"": ""616126"", ""@assist"": ""Igor Vinicius"", ""@assistid"": ""443082"", ""@eventid"": ""631507912""}, {""@type"": ""subst"", ""@minute"": ""65"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""Gabriel Taliari"", ""@result"": """", ""@playerId"": ""441525"", ""@assist"": ""Gilberto"", ""@assistid"": ""136395"", ""@eventid"": ""631507913""}, {""@type"": ""subst"", ""@minute"": ""65"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""E. Batalla"", ""@result"": """", ""@playerId"": ""655494"", ""@assist"": ""Gabriel Veron"", ""@assistid"": ""577095"", ""@eventid"": ""631507914""}, {""@type"": ""subst"", ""@minute"": ""73"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""Ze Rafael"", ""@result"": """", ""@playerId"": ""242453"", ""@assist"": ""Joao Schmidt"", ""@assistid"": ""206339"", ""@eventid"": ""631507915""}, {""@type"": ""subst"", ""@minute"": ""73"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""Luca Meirelles"", ""@result"": """", ""@playerId"": ""1011029"", ""@assist"": ""Tiquinho Soares"", ""@assistid"": ""119308"", ""@eventid"": ""631507916""}, {""@type"": ""subst"", ""@minute"": ""75"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""Abner"", ""@result"": """", ""@playerId"": ""892090"", ""@assist"": ""W. Angel"", ""@assistid"": ""153127"", ""@eventid"": ""631507917""}, {""@type"": ""goal"", ""@minute"": ""80"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""Neymar (pen.)"", ""@result"": ""[3 - 1]"", ""@playerId"": ""102697"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""631507918""}, {""@type"": ""subst"", ""@minute"": ""83"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""Marlon"", ""@result"": """", ""@playerId"": ""949340"", ""@assist"": ""Enio"", ""@assistid"": ""648704"", ""@eventid"": ""631507919""}, {""@type"": ""subst"", ""@minute"": ""83"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""D. Giraldo"", ""@result"": """", ""@playerId"": ""175876"", ""@assist"": ""Caique Goncalves"", ""@assistid"": ""395234"", ""@eventid"": ""631507920""}, {""@type"": ""subst"", ""@minute"": ""85"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""G. Escobar"", ""@result"": """", ""@playerId"": ""445451"", ""@assist"": ""A. Barreal"", ""@assistid"": ""569217"", ""@eventid"": ""631507921""}]}, ""ht"": {""@score"": ""[2-1]""}, ""ft"": {""@score"": ""[3-1]""}}",sport_soccernew/home,3653876,FT,23:00,MorumBIS
0,Volta Redonda,Aug 05,2,Cuiaba,Brazil: Serie B Superbet,6313295,,"{""@status"": ""FT"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""00:30"", ""@commentary_available"": ""1117"", ""@venue"": ""Arena Pantanal"", ""@v"": ""150"", ""@static_id"": ""3656289"", ""@fix_id"": ""4163662"", ""@id"": ""6313295"", ""localteam"": {""@name"": ""Cuiaba"", ""@goals"": ""2"", ""@id"": ""7265""}, ""visitorteam"": {""@name"": ""Volta Redonda"", ""@goals"": ""0"", ""@id"": ""7679""}, ""events"": {""event"": [{""@type"": ""yellowcard"", ""@minute"": ""19"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""Rai"", ""@result"": """", ""@playerId"": ""813601"", ""@assist"": ""misses next match"", ""@assistid"": """", ""@eventid"": ""63132951""}, {""@type"": ""goal"", ""@minute"": ""20"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""Alisson Safira (pen.)"", ""@result"": ""[1 - 0]"", ""@playerId"": ""433986"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63132952""}, {""@type"": ""yellowcard"", ""@minute"": ""35"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""Juninho Monteiro"", ""@result"": """", ""@playerId"": ""646778"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63132953""}, {""@type"": ""yellowcard"", ""@minute"": ""40"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""Jader"", ""@result"": """", ""@playerId"": ""741561"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63132954""}, {""@type"": ""subst"", ""@minute"": ""46"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""Caio Roque"", ""@result"": """", ""@playerId"": ""607428"", ""@assist"": ""Juninho Monteiro"", ""@assistid"": ""646778"", ""@eventid"": ""63132955""}, {""@type"": ""subst"", ""@minute"": ""46"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""Leo Ceara"", ""@result"": """", ""@playerId"": ""481187"", ""@assist"": ""Rai"", ""@assistid"": ""813601"", ""@eventid"": ""63132956""}, {""@type"": ""subst"", ""@minute"": ""46"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""Chay"", ""@result"": """", ""@playerId"": ""535113"", ""@assist"": ""PK"", ""@assistid"": ""494291"", ""@eventid"": ""63132957""}, {""@type"": ""subst"", ""@minute"": ""46"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""David Miguel"", ""@result"": """", ""@playerId"": ""946749"", ""@assist"": ""Jader"", ""@assistid"": ""741561"", ""@eventid"": ""63132958""}, {""@type"": ""goal"", ""@minute"": ""59"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""A. Martinez"", ""@result"": ""[2 - 0]"", ""@playerId"": ""498081"", ""@assist"": ""Calebe Costa"", ""@assistid"": ""852122"", ""@eventid"": ""63132959""}, {""@type"": ""subst"", ""@minute"": ""63"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""Matheus Lucas"", ""@result"": """", ""@playerId"": ""442338"", ""@assist"": ""Jhonny"", ""@assistid"": ""817913"", ""@eventid"": ""631329510""}, {""@type"": ""subst"", ""@minute"": ""63"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""Kayke"", ""@result"": """", ""@playerId"": ""75894"", ""@assist"": ""Italo"", ""@assistid"": ""447390"", ""@eventid"": ""631329511""}, {""@type"": ""subst"", ""@minute"": ""67"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""Nathan Cruz"", ""@result"": """", ""@playerId"": ""659718"", ""@assist"": ""Alisson Safira"", ""@assistid"": ""433986"", ""@eventid"": ""631329512""}, {""@type"": ""subst"", ""@minute"": ""74"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""Juan Christian"", ""@result"": """", ""@playerId"": ""691807"", ""@assist"": ""Carlos Alberto"", ""@assistid"": ""645497"", ""@eventid"": ""631329513""}, {""@type"": ""subst"", ""@minute"": ""74"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""De Lucca"", ""@result"": """", ""@playerId"": ""602499"", ""@assist"": ""Calebe Costa"", ""@assistid"": ""852122"", ""@eventid"": ""631329514""}, {""@type"": ""yellowcard"", ""@minute"": ""76"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""Guilherme Nogueira"", ""@result"": """", ""@playerId"": ""430449"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""631329515""}, {""@type"": ""subst"", ""@minute"": ""79"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""Guilherme Mariano"", ""@result"": """", ""@playerId"": ""615516"", ""@assist"": ""Matheusinho"", ""@assistid"": ""693799"", ""@eventid"": ""631329516""}, {""@type"": ""yellowcard"", ""@minute"": ""90"", ""@extra_min"": ""4"", ""@team"": ""visitorteam"", ""@player"": ""Gabriel Bahia"", ""@result"": """", ""@playerId"": ""440849"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""631329517""}]}, ""ht"": {""@score"": ""[1-0]""}, ""ft"": {""@score"": ""[2-0]""}}",sport_soccernew/home,3656289,FT,00:30,Arena Pantanal
?,Lajeadense,Aug 05,?,Aimore,Brazil: Gaucho 2 - Play Offs,6315304,,"{""@status"": ""22:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""22:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6315304"", ""localteam"": {""@name"": ""Aimore"", ""@goals"": ""?"", ""@id"": ""7106""}, ""visitorteam"": {""@name"": ""Lajeadense"", ""@goals"": ""?"", ""@id"": ""7212""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,22:30,22:30,
?,Gramadense,Aug 05,?,Novo Hamburgo,Brazil: Gaucho 2 - Play Offs,6315306,,"{""@status"": ""22:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""22:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6315306"", ""localteam"": {""@name"": ""Novo Hamburgo"", ""@goals"": ""?"", ""@id"": ""7457""}, ""visitorteam"": {""@name"": ""Gramadense"", ""@goals"": ""?"", ""@id"": ""41345""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,22:30,22:30,
?,Veranopolis,Aug 05,?,Passo Fundo,Brazil: Gaucho 2 - Play Offs,6315307,,"{""@status"": ""22:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""22:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6315307"", ""localteam"": {""@name"": ""Passo Fundo"", ""@goals"": ""?"", ""@id"": ""7279""}, ""visitorteam"": {""@name"": ""Veranopolis"", ""@goals"": ""?"", ""@id"": ""7668""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,22:30,22:30,
?,GE Bage,Aug 05,?,Inter Santa Maria,Brazil: Gaucho 2 - Play Offs,6315305,,"{""@status"": ""23:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""23:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6315305"", ""localteam"": {""@name"": ""Inter Santa Maria"", ""@goals"": ""?"", ""@id"": ""7366""}, ""visitorteam"": {""@name"": ""GE Bage"", ""@goals"": ""?"", ""@id"": ""7329""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,23:30,23:30,
?,America MG U17,Aug 05,?,Athletico-PR U17,Brazil: Brasileiro U17,6310957,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""CT do Caju- Centro de Treinamentos Alfredo Gottard"", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3676915"", ""@fix_id"": ""4184288"", ""@id"": ""6310957"", ""localteam"": {""@name"": ""Athletico-PR U17"", ""@goals"": ""?"", ""@id"": ""40824""}, ""visitorteam"": {""@name"": ""America MG U17"", ""@goals"": ""?"", ""@id"": ""40811""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3676915,18:00,18:00,CT do Caju- Centro de Treinamentos Alfredo Gottard
?,Vasco U17,Aug 05,?,Cruzeiro U17,Brazil: Brasileiro U17,6311688,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Est\u00e1dio Municipal Castor de Cifuentes"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3676913"", ""@fix_id"": ""4184286"", ""@id"": ""6311688"", ""localteam"": {""@name"": ""Cruzeiro U17"", ""@goals"": ""?"", ""@id"": ""40826""}, ""visitorteam"": {""@name"": ""Vasco U17"", ""@goals"": ""?"", ""@id"": ""41989""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3676913,18:00,18:00,Estádio Municipal Castor de Cifuentes
?,Atletico-MG U17,Aug 05,?,Internacional U17,Brazil: Brasileiro U17,6310958,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Est\u00e1dio Morada dos Quero-Queros"", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3676914"", ""@fix_id"": ""4184287"", ""@id"": ""6310958"", ""localteam"": {""@name"": ""Internacional U17"", ""@goals"": ""?"", ""@id"": ""40817""}, ""visitorteam"": {""@name"": ""Atletico-MG U17"", ""@goals"": ""?"", ""@id"": ""40827""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3676914,18:00,18:00,Estádio Morada dos Quero-Queros
?,Gremio U17,Aug 05,?,Cuiaba U17,Brazil: Brasileiro U17,6310959,,"{""@status"": ""19:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""19:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""CT Manoel Dresch"", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3676912"", ""@fix_id"": ""4184285"", ""@id"": ""6310959"", ""localteam"": {""@name"": ""Cuiaba U17"", ""@goals"": ""?"", ""@id"": ""40809""}, ""visitorteam"": {""@name"": ""Gremio U17"", ""@goals"": ""?"", ""@id"": ""40816""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3676912,19:00,19:00,CT Manoel Dresch
?,Corinthians U17,Aug 06,?,Santos U17,Brazil: Brasileiro U17,6310961,,"{""@status"": ""00:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 06"", ""@formatted_date"": ""06.08.2025"", ""@time"": ""00:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Est\u00e1dio Urbano Caldeira"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3676919"", ""@fix_id"": ""4184292"", ""@id"": ""6310961"", ""localteam"": {""@name"": ""Santos U17"", ""@goals"": ""?"", ""@id"": ""40814""}, ""visitorteam"": {""@name"": ""Corinthians U17"", ""@goals"": ""?"", ""@id"": ""40823""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3676919,00:30,00:30,Estádio Urbano Caldeira
?,RB do Norte U20,Aug 05,?,Cliper U20,Brazil: Amazonense U20,6310924,,"{""@status"": ""19:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""19:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6310924"", ""localteam"": {""@name"": ""Cliper U20"", ""@goals"": ""?"", ""@id"": """"}, ""visitorteam"": {""@name"": ""RB do Norte U20"", ""@goals"": ""?"", ""@id"": """"}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,19:30,19:30,
?,Amazonas U20,Aug 05,?,Fast Clube U20,Brazil: Amazonense U20,6310925,,"{""@status"": ""19:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""19:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6310925"", ""localteam"": {""@name"": ""Fast Clube U20"", ""@goals"": ""?"", ""@id"": ""30924""}, ""visitorteam"": {""@name"": ""Amazonas U20"", ""@goals"": ""?"", ""@id"": """"}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,19:30,19:30,
?,Unidos do Alvorada U20,Aug 05,?,Taruma U20,Brazil: Amazonense U20,6310927,,"{""@status"": ""19:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""19:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6310927"", ""localteam"": {""@name"": ""Taruma U20"", ""@goals"": ""?"", ""@id"": """"}, ""visitorteam"": {""@name"": ""Unidos do Alvorada U20"", ""@goals"": ""?"", ""@id"": """"}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,19:30,19:30,
?,Mirassol U20,Aug 05,?,Velo Clube U20,Brazil: Paulista U20,6313302,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Est\u00e1dio Benito Agnelo Castellano"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3673947"", ""@fix_id"": ""4181320"", ""@id"": ""6313302"", ""localteam"": {""@name"": ""Velo Clube U20"", ""@goals"": ""?"", ""@id"": ""29110""}, ""visitorteam"": {""@name"": ""Mirassol U20"", ""@goals"": ""?"", ""@id"": ""29073""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3673947,18:00,18:00,Estádio Benito Agnelo Castellano
